closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge a cluster with a window,merge a window with a cluster,index
,,,,,,[0.44623656 0.10752688 0.06989247 0.1344086 ],[0.12903226 0.01075269 0.03225806 0.01612903],[0.28763441 0.05913978 0.05107527 0.07526882],7,-1,4,,,,,,,,,,,,95
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,95
,,,,,,[0.48924731 0.12903226 0.27956989 0.05376344],[0.41935484 0.         0.0483871  0.00537634],[0.45430108 0.06451613 0.16397849 0.02956989],9,-1,5,,,,,,,,,,,,95
,,,,,,[0.37634409 0.24731183 0.47311828 0.15053763],[0.25806452 0.08602151 0.21505376 0.06989247],[0.3172043  0.16666667 0.34408602 0.11021505],10,-1,5,,,,,,,,,,,,95
[0.37634409 0.24731183 0.47311828 0.20430108],[0.25806452 0.08602151 0.0483871  0.06989247],[0.3172043  0.16666667 0.26075269 0.13709677],-1.0,5.0,10.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.35483871 0.15053763 0.41397849 0.20430108],[0.31182796 0.10215054 0.0483871  0.1344086 ],[0.33333333 0.12634409 0.2311828  0.16935484],-1.0,5.0,False,True,[],[],False,False,96
,,,,,,[0.44623656 0.10752688 0.06989247 0.1344086 ],[0.12903226 0.01075269 0.03225806 0.01612903],[0.28763441 0.05913978 0.05107527 0.07526882],7,-1,4,,,,,,,,,,,,96
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,96
,,,,,,[0.48924731 0.12903226 0.27956989 0.05376344],[0.41935484 0.         0.0483871  0.00537634],[0.45430108 0.06451613 0.16397849 0.02956989],9,-1,5,,,,,,,,,,,,96
,,,,,,[0.37634409 0.24731183 0.47311828 0.20430108],[0.25806452 0.08602151 0.0483871  0.06989247],[0.3172043  0.16666667 0.26075269 0.13709677],10,-1,5,,,,,,,,,,,,96
[0.56989247 0.19354839 0.1344086  0.29032258],[0.12903226 0.00537634 0.03225806 0.01612903],[0.34946237 0.09946237 0.08333333 0.15322581],-1.0,4.0,7.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.56989247 0.19354839 0.1344086  0.29032258],[0.1344086  0.00537634 0.04301075 0.11290323],[0.35215054 0.09946237 0.08870968 0.2016129 ],-1.0,5.0,False,True,[],[],False,False,97
,,,,,,[0.56989247 0.19354839 0.1344086  0.29032258],[0.12903226 0.00537634 0.03225806 0.01612903],[0.34946237 0.09946237 0.08333333 0.15322581],7,-1,4,,,,,,,,,,,,97
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,97
,,,,,,[0.48924731 0.12903226 0.27956989 0.05376344],[0.41935484 0.         0.0483871  0.00537634],[0.45430108 0.06451613 0.16397849 0.02956989],9,-1,5,,,,,,,,,,,,97
,,,,,,[0.37634409 0.24731183 0.47311828 0.20430108],[0.25806452 0.08602151 0.0483871  0.06989247],[0.3172043  0.16666667 0.26075269 0.13709677],10,-1,5,,,,,,,,,,,,97
[0.4516129  0.24731183 0.47311828 0.24731183],[0.25806452 0.00537634 0.0483871  0.06989247],[0.35483871 0.12634409 0.26075269 0.15860215],-1.0,5.0,10.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.4516129  0.15053763 0.37096774 0.24731183],[0.28494624 0.00537634 0.05376344 0.11290323],[0.36827957 0.07795699 0.21236559 0.18010753],-1.0,5.0,False,True,[],[],False,False,98
,,,,,,[0.56989247 0.19354839 0.1344086  0.29032258],[0.12903226 0.00537634 0.03225806 0.01612903],[0.34946237 0.09946237 0.08333333 0.15322581],7,-1,4,,,,,,,,,,,,98
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,98
,,,,,,[0.48924731 0.12903226 0.27956989 0.05376344],[0.41935484 0.         0.0483871  0.00537634],[0.45430108 0.06451613 0.16397849 0.02956989],9,-1,5,,,,,,,,,,,,98
,,,,,,[0.4516129  0.24731183 0.47311828 0.24731183],[0.25806452 0.00537634 0.0483871  0.06989247],[0.35483871 0.12634409 0.26075269 0.15860215],10,-1,5,,,,,,,,,,,,98
[0.60752688 0.25268817 0.35483871 0.12903226],[0.39784946 0.         0.0483871  0.00537634],[0.50268817 0.12634409 0.2016129  0.0672043 ],-1.0,5.0,9.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.60752688 0.25268817 0.35483871 0.12903226],[0.39784946 0.         0.05376344 0.0483871 ],[0.50268817 0.12634409 0.20430108 0.08870968],-1.0,5.0,False,True,[],[],False,False,99
,,,,,,[0.56989247 0.19354839 0.1344086  0.29032258],[0.12903226 0.00537634 0.03225806 0.01612903],[0.34946237 0.09946237 0.08333333 0.15322581],7,-1,4,,,,,,,,,,,,99
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,99
,,,,,,[0.60752688 0.25268817 0.35483871 0.12903226],[0.39784946 0.         0.0483871  0.00537634],[0.50268817 0.12634409 0.2016129  0.0672043 ],9,-1,5,,,,,,,,,,,,99
,,,,,,[0.4516129  0.24731183 0.47311828 0.24731183],[0.25806452 0.00537634 0.0483871  0.06989247],[0.35483871 0.12634409 0.26075269 0.15860215],10,-1,5,,,,,,,,,,,,99
[0.59139785 0.24731183 0.62365591 0.24731183],[0.25806452 0.00537634 0.0483871  0.06989247],[0.42473118 0.12634409 0.33602151 0.15860215],10.0,5.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.59139785 0.17204301 0.62365591 0.1827957 ],[0.29569892 0.12365591 0.37096774 0.11827957],[0.44354839 0.14784946 0.49731183 0.15053763],-1.0,5.0,False,False,[9],[],False,True,100
,,,,,,[0.56989247 0.19354839 0.1344086  0.29032258],[0.12903226 0.00537634 0.03225806 0.01612903],[0.34946237 0.09946237 0.08333333 0.15322581],7,-1,4,,,,,,,,,,,,100
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,100
,,,,,,[0.60752688 0.25268817 0.62365591 0.24731183],[0.25806452 0.         0.0483871  0.00537634],[0.4327957  0.12634409 0.33602151 0.12634409],10,-1,5,,,,,,,,,,,,100
[0.60752688 0.25268817 0.62365591 0.24731183],[0.25806452 0.         0.0483871  0.00537634],[0.4327957  0.12634409 0.33602151 0.12634409],-1.0,5.0,10.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.44623656 0.17204301 0.33333333 0.14516129],[0.2688172  0.         0.25806452 0.02150538],[0.35752688 0.08602151 0.29569892 0.08333333],-1.0,5.0,False,True,[],[],False,False,101
,,,,,,[0.56989247 0.19354839 0.1344086  0.29032258],[0.12903226 0.00537634 0.03225806 0.01612903],[0.34946237 0.09946237 0.08333333 0.15322581],7,-1,4,,,,,,,,,,,,101
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,101
,,,,,,[0.60752688 0.25268817 0.62365591 0.24731183],[0.25806452 0.         0.0483871  0.00537634],[0.4327957  0.12634409 0.33602151 0.12634409],10,-1,5,,,,,,,,,,,,101
[0.56989247 0.19354839 0.1827957  0.29032258],[0.12903226 0.         0.03225806 0.01612903],[0.34946237 0.09677419 0.10752688 0.15322581],7.0,4.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.48924731 0.05376344 0.1827957  0.14516129],[0.37096774 0.         0.09677419 0.03763441],[0.43010753 0.02688172 0.13978495 0.09139785],-1.0,5.0,False,False,[10],[],False,True,102
,,,,,,[0.60752688 0.25268817 0.62365591 0.29032258],[0.12903226 0.         0.03225806 0.00537634],[0.36827957 0.12634409 0.32795699 0.14784946],7,-1,4,,,,,,,,,,,,102
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],8,-1,4,,,,,,,,,,,,102
[0.60752688 0.25268817 0.62365591 0.29032258],[0.12903226 0.         0.03225806 0.00537634],[0.36827957 0.12634409 0.32795699 0.14784946],7.0,4.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.42473118 0.00537634 0.13978495 0.22043011],[0.28494624 0.         0.05913978 0.11827957],[0.35483871 0.00268817 0.09946237 0.16935484],-1.0,5.0,False,False,[8],[],False,True,103
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7,-1,4,,,,,,,,,,,,103
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.40860215 0.00537634 0.06989247 0.13978495],[0.28494624 0.         0.03763441 0.09677419],[0.34677419 0.00268817 0.05376344 0.11827957],-1.0,6.0,True,False,[],[],False,False,104
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7,-1,4,,,,,,,,,,,,104
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.36021505 0.01075269 0.08064516 0.17741935],[0.27956989 0.         0.05376344 0.01075269],[0.31989247 0.00537634 0.0672043  0.09408602],-1.0,6.0,True,False,[],[],False,False,105
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7,-1,4,,,,,,,,,,,,105
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.29032258 0.09139785 0.09139785 0.16129032],[0.23655914 0.         0.05376344 0.06451613],[0.26344086 0.04569892 0.07258065 0.11290323],-1.0,6.0,True,False,[],[],False,False,106
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7,-1,4,,,,,,,,,,,,106
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.44623656 0.         0.17741935 0.12903226],[0.19892473 0.         0.0483871  0.07526882],[0.32258065 0.         0.11290323 0.10215054],-1.0,6.0,True,False,[],[],False,False,107
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7,-1,4,,,,,,,,,,,,107
[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7.0,4.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.56989247 0.09677419 0.47311828 0.16666667],[0.22043011 0.00537634 0.08064516 0.09139785],[0.39516129 0.05107527 0.27688172 0.12903226],-1.0,6.0,False,False,[],[],False,True,108
,,,,,,[1.         0.60215054 0.6344086  0.55913978],[0.09139785 0.         0.02150538 0.        ],[0.54569892 0.30107527 0.32795699 0.27956989],7,-1,4,,,,,,,,,,,,108
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.47311828 0.03225806 0.10752688 0.10752688],[0.20967742 0.         0.0483871  0.09677419],[0.34139785 0.01612903 0.07795699 0.10215054],-1.0,6.0,True,False,[],[],False,False,109
